,scr_37,scr_38,scr_39,scr_40,size_37,size_38,size_39,size_40
119,2.7875890465165063,3.4298817981347933,3.211522919949686,3.1004888013445795,10,50,40,50
120,2.7851845154982886,3.427376340894655,3.246391868259895,2.785847859787392,10,50,50,10
121,2.7860661953438717,3.4282962189151887,3.255727819345203,2.867613016696929,10,50,50,20
122,2.7868508959481115,3.4291144262071374,3.2644145185482754,2.948340292056044,10,50,50,30
123,2.787553302738983,3.429847504436659,3.272483791941771,3.0280036875134404,10,50,50,40
124,2.7881858844760874,3.4305075572619197,3.279975043234696,3.1065830201385074,10,50,50,50
125,2.8196235066005455,3.0526959021966182,2.964900258074613,2.7564076346549977,20,10,10,10
126,2.820618513616727,3.0536720622276188,2.9742734911307496,2.8381661209349254,20,10,10,20
127,2.8215029642977774,3.05454009624568,2.9829962598828352,2.918887580873356,20,10,10,30
128,2.8222945919906843,3.0553167476445955,2.991100087298075,2.9985455029936374,20,10,10,40
129,2.823007250872785,3.0560159356312555,2.9986240739800207,3.077120730615868,20,10,10,50
130,2.820536219803359,3.0535950022706357,3.0357841964161945,2.7638984096221613,20,10,20,10
131,2.8215109997206316,3.0545513929933,3.0451577325777848,2.845659119445293,20,10,20,20
132,2.8223777170546933,3.0554018767070223,3.05388050132987,2.926382631885142,20,10,20,30
133,2.823153550985439,3.056162995077959,3.0619843287451105,3.006042264423271,20,10,20,40
134,2.8238520786066568,3.05684826385773,3.0695080123216014,3.08461886037978,20,10,20,50
135,2.8213580496028565,3.0544047370018683,3.105901277959431,2.7709059915471466,20,10,30,10
136,2.8223148190895935,3.055343375692558,3.115274511015567,2.8526684117881267,20,10,30,20
137,2.8231657426614936,3.056178326378302,3.123996976662199,2.9333936346458236,20,10,30,30
138,2.8239274453313574,3.056925727269986,3.1321001978665306,3.0130546355182326,20,10,30,40
139,2.824613227109428,3.0575986906639545,3.139623275232114,3.09163259980902,20,10,30,50
140,2.822101741842185,3.055137815231391,3.175206643097145,2.777453984196261,20,10,40,10
141,2.823042163399667,3.05606051743883,3.1845795730478277,2.8592181148550893,20,10,40,20
142,2.8238789557106867,3.0568813471900476,3.193301432483552,2.9399445350052797,20,10,40,30
143,2.8246281896209493,3.0576162409682945,3.2014040474769763,3.0196069042119666,20,10,40,40
144,2.8253026109736052,3.0582781093422797,3.2089265186316527,3.0981858947534646,20,10,40,50
145,2.8227778256961207,3.0558045250686416,3.243665737807596,2.7835702673804334,20,10,50,10
146,2.8237038389091755,3.0567129046139194,3.253038061547371,2.8653355953317554,20,10,50,20
147,2.8245276082934985,3.0575210255240637,3.261759314772187,2.946063041732655,20,10,50,30
148,2.8252652046948015,3.05824462255469,3.2698610204492495,3.0257264371900514,20,10,50,40
149,2.825929651039775,3.058896404546871,3.2773828853930174,3.1043061118986874,20,10,50,50
150,2.8277104669943833,3.1492929790068596,2.9659693110104874,2.757339812382387,20,20,10,10
151,2.8286921740003237,3.1502691390378605,2.9753282981102918,2.839098127620531,20,20,10,20
152,2.8295652642559594,3.151137173055921,2.984037427116952,2.9198194165171767,20,20,10,30
153,2.8303463627740926,3.151913824454837,2.9921285241031286,2.9994776807210273,20,20,10,40
154,2.831049600815604,3.1526130124414977,2.9996406896723724,3.0780525662596885,20,20,10,50
155,2.8286109885211417,3.1501920790808766,3.0368511276138914,2.764818443382828,20,20,20,10
156,2.8295730225952673,3.151148268075905,3.04621041781915,2.8465789821641745,20,20,20,20
157,2.8304283795039145,3.1519987517896273,3.0549195468258104,2.927302152520453,20,20,20,30
158,2.8311939613434323,3.1527600718882005,3.0630106438119866,3.0069621271421525,20,20,20,40
159,2.8318833452076095,3.153445340667971,3.070522506275776,3.0855387230986615,20,20,20,50
160,2.8294217349787716,3.1510016120844737,3.1069660874189506,2.771814394466443,20,20,30,10
161,2.8303660357059073,3.151940250775163,3.116325377624208,2.8535768147074236,20,20,30,20
162,2.8312058759359395,3.152775201460907,3.125034203525414,2.934301866523336,20,20,30,30
163,2.831957603598123,3.153522602352591,3.133124694300683,3.013963209479314,20,20,30,40
164,2.832634518702699,3.1541955657465603,3.1406359505535653,3.092540831686532,20,20,30,50
165,2.830155729293966,3.151734690313996,3.1762696339239427,2.7783517825248976,20,20,40,10
166,2.831083959175394,3.1526573925214354,3.185628621023746,2.860115742141941,20,20,40,20
167,2.8319096681445455,3.153478222272653,3.1943368407140458,2.9408421622921317,20,20,40,30
168,2.8326489270471273,3.1542131160509,3.202426725278406,3.020504531498819,20,20,40,40
169,2.833314481726288,3.1548749844248847,3.20993737532038,3.099083179956746,20,20,40,50
170,2.8308229464744077,3.152401198423611,3.2447272131071228,2.7844579742437645,20,20,50,10
171,2.8317367680114076,3.1533095779688884,3.2540852908905653,2.8662231311533017,20,20,50,20
172,2.83254973113741,3.154117698879033,3.262792904369956,2.9469504065124164,20,20,50,30
173,2.8332776296145776,3.154841295909659,3.27088218272341,3.0266138019698134,20,20,50,40
174,2.8339332092860583,3.1554930779018404,3.278391923449022,3.10519347667845,20,20,50,50
175,2.835193385256426,3.2446482204893794,2.966914696921175,2.758164404827112,20,30,10,10
176,2.836163177669859,3.24562438052038,2.9762609535919142,2.8399225490234703,20,30,10,20
177,2.8370251845836263,3.2464924145384417,2.9849582614858745,2.920643837920116,20,30,10,30
178,2.8377965851776255,3.247269065937357,2.993038143570257,3.0003017600403976,20,30,10,40
179,2.8384906794620965,3.247968253924017,3.000539700448614,3.078876645579058,20,30,10,50
180,2.83608254635777,3.245547118835761,3.037794694891856,2.765632260195107,20,30,20,10
181,2.837032665839388,3.2465035095584254,3.04714125466805,2.847392627934669,20,30,20,20
182,2.837877216489713,3.2473539932721485,3.0558385625620086,2.9281159693327323,20,30,20,30
183,2.8386333774886436,3.2481151116430853,3.063918141540937,3.0077756018708626,20,30,20,40
184,2.839313894679326,3.248800380422856,3.0714193953138405,3.086352197827372,20,30,20,50
185,2.836883317807719,3.246356853566994,3.1079078360641903,2.7726181198134174,20,30,30,10
186,2.8378157039423475,3.2472952905300474,3.1172543958403853,2.854380540054397,20,30,30,20
187,2.8386450149976055,3.2481302412157906,3.12595140062889,2.9351054208285245,20,30,30,30
188,2.839387321819201,3.248877642107475,3.1340306765023644,3.0147664217009327,20,30,30,40
189,2.8400556473338283,3.2495506055014447,3.1415313240643603,3.093344043908151,20,30,30,50
190,2.8376078912823264,3.24708973006888,3.1772098670419133,2.7791459295319196,20,30,40,10
191,2.8385244836547927,3.2480124322763193,3.1865558206071998,2.8609097181071785,20,30,40,20
192,2.8393399405327155,3.248833060299902,3.1952525222902515,2.9416361382573695,20,30,40,30
193,2.8400697785947093,3.2495681558057843,3.2033311919528176,3.021298507464057,20,30,40,40
194,2.840727297851018,3.250229822452134,3.2108312333039057,3.099877155921984,20,30,40,50
195,2.8382665188728198,3.2477562381784946,3.2456656275923708,2.78524305603619,20,30,50,10
196,2.839168979984405,3.2486644159961364,3.2550112780522036,2.867008212945727,20,30,50,20
197,2.8399716910191803,3.249472536906281,3.263707070418893,2.947735488304842,20,30,50,30
198,2.8406907228228535,3.2501961339369076,3.271785133870552,3.0273988837622383,20,30,50,40
199,2.8413379899879327,3.2508479159290884,3.2792842659052788,3.105978558470875,20,30,50,50
200,2.8421074509971045,3.3387333847751273,2.9677564207666314,2.7588988582512237,20,40,10,10
201,2.843065328818029,3.3397095448061282,2.9770914625355775,2.8406570024475832,20,40,10,20
202,2.84391708364057,3.3405775788241896,2.9857781617386507,2.921378291344228,20,40,10,30
203,2.8446793404775272,3.3413542302231054,2.9938480413430546,3.0010362134645097,20,40,10,40
204,2.8453653993391432,3.3420534182097654,3.0013402019523405,3.079610756919601,20,40,10,50
205,2.842985805840127,3.3396322831215093,3.0386346001045883,2.7663571352792675,20,40,20,10
206,2.8439245648963305,3.340588673844174,3.0479699449789885,2.84811750301883,20,40,20,20
207,2.844759140538975,3.34143895583026,3.0566566441820613,2.9288408444168934,20,40,20,30
208,2.845506434864411,3.342200275928833,3.064726523786465,3.0085004769550237,20,40,20,40
209,2.8461789166322395,3.342885544708604,3.0722183812902983,3.0870767308279627,20,40,20,50
210,2.843776879365942,3.3404418161251064,3.1087462257496554,2.7733341007247665,20,40,30,10
211,2.844698182158702,3.3413804548157953,3.1180815706240557,2.855096349923962,20,40,30,20
212,2.8455177952898247,3.3422152037739035,3.126767966721674,2.935821059656304,20,40,30,30
213,2.8462512354379266,3.342962604665587,3.13483724011517,3.015482060528713,20,40,30,40
214,2.846911802613248,3.3436355680595566,3.1423287945135483,3.09405968273593,20,40,30,50
215,2.8444928632506006,3.3411746926269923,3.178046741200107,2.779853358354027,20,40,40,10
216,2.845398649364747,3.3420971931067958,3.187381782969054,2.8616171469292864,20,40,40,20
217,2.8462044083185356,3.3429180228580124,3.1960675728557644,2.9423432249959074,20,40,40,30
218,2.8469256567905825,3.34365291663626,3.2041362400383533,3.0220055942025943,20,40,40,40
219,2.847575140624035,3.3443147850102446,3.211627188225824,3.100584242660522,20,40,40,50
220,2.8451437325017874,3.341840999008971,3.2465012893287493,2.7859426169361945,20,40,50,10
221,2.846035387355052,3.3427491768266124,3.2558357248867873,2.8677076028039474,20,40,50,20
222,2.846828677549239,3.3435572977367567,3.2645209085625915,2.948435049204847,20,40,50,30
223,2.8475391197629643,3.344281096495019,3.272588969534272,3.0280981025786735,20,40,50,40
224,2.8481789056722837,3.3449328784872003,3.2800790084053806,3.10667777728731,20,40,50,50
225,2.848492564247142,3.431527492189951,2.968510850241367,2.7595573691228665,20,50,10,10
226,2.8494399128932923,3.4325038539485875,2.977835889530335,2.841315342277441,20,50,10,20
227,2.8502822468752447,3.433371686239012,2.986512889358883,2.922036460132301,20,50,10,30
228,2.8510359141222548,3.4341483376379283,2.99457367579967,3.0016943822525826,20,50,10,40
229,2.851714214644564,3.4348475256245887,3.0020576525617013,3.080269267791243,20,50,10,50
230,2.8493612211660313,3.432426390536332,3.039387514052055,2.767007094061669,20,50,20,10
231,2.8502894510474586,3.4333825795313606,3.048712856446476,2.8487674618012298,20,50,20,20
232,2.851114605849516,3.434233063245083,3.0573898562750244,2.929490461115724,20,50,20,30
233,2.851853310585005,3.434994383343657,3.065450642715812,3.0091500936538544,20,50,20,40
234,2.852518588180619,3.435679450395791,3.0729343163723897,3.0877263475267935,20,50,20,50
235,2.8501434280183506,3.433235721812294,3.1094976241698515,2.7739758495014946,20,50,30,10
236,2.8510544787198833,3.434174562230619,3.118822966564273,2.855738098700689,20,50,30,20
237,2.851864671010419,3.435009311188726,3.127499966392821,2.9364628084330318,20,50,30,30
238,2.852590075735667,3.4357565103527743,3.1355601466227,3.0161238093054403,20,50,30,40
239,2.8532431616552265,3.436429473746744,3.1430432140683706,3.0947014315126586,20,50,30,50
240,2.8508510993966096,3.433968396586543,3.1787969271984884,2.7804875812922223,20,50,40,10
241,2.8517469105030737,3.4348910987939822,3.1881219664874565,2.8622513698674807,20,50,40,20
242,2.8525435256998217,3.435712130272836,3.1967983601050967,2.942977447934102,20,50,40,30
243,2.853256738749015,3.4364468223234463,3.2048579341240684,3.0226394750572196,20,50,40,40
244,2.853899018410253,3.4371088924250683,3.2123403953588308,3.101218123515147,20,50,40,50
245,2.8514947644755817,3.4346349046961584,3.247250262905315,2.7865696561194264,20,50,50,10
246,2.8523764443211648,3.4355430825137994,3.256574695983375,2.8683346419871785,20,50,50,20
247,2.8531608678418583,3.436351203423944,3.2652504833901075,2.949061746304509,20,50,50,30
248,2.8538632746327295,3.437075002182206,3.2733094511981715,3.028725141761905,20,50,50,40
249,2.854495856369834,3.437726582446751,3.2807910031165717,3.107304474386972,20,50,50,50
250,2.885083109089486,3.0594808095086012,2.965741375709161,2.7571446537058826,30,10,10,10
251,2.8860781161056677,3.0604452693367086,2.9751033938635043,2.838902968944026,30,10,10,20
252,2.886962566786718,3.061302813517694,2.9838155539247038,2.919624428882456,30,10,10,30
253,2.8877541944796246,3.062070387172985,2.9919093788599653,2.9992823510027375,30,10,10,40
254,2.888466576278178,3.06276110259893,2.999423969272839,3.0778572365413983,30,10,10,50
255,2.8859955452087522,3.06036901629027,3.0366234954180196,2.764625679291311,30,10,20,10
256,2.886970325126025,3.0613139085376777,3.0459858166778164,2.8463862180726576,30,10,20,20
257,2.8878373195436344,3.062154305869596,3.054697976739016,2.927109559470721,30,10,20,30
258,2.888613153474379,3.0629065482245457,3.0627914985688225,3.0067695340924208,30,10,20,40
259,2.8893114040120507,3.0635835461712366,3.070305785876244,3.0853457879653594,30,10,20,50
260,2.8868173750082495,3.061169068094971,3.106739061433986,2.7716241960016994,30,10,30,10
261,2.887774144494987,3.062096611765676,3.116101079588329,2.853386616242679,30,10,30,20
262,2.888625068066887,3.0629214760696155,3.124812936544074,2.934111668058591,30,10,30,30
263,2.889386770736751,3.063660000945312,3.1329061552684276,3.013772668931,30,10,30,40
264,2.8900725525148214,3.0643248952338378,3.1404198363649414,3.092350633221787,30,10,30,50
265,2.8875607901640317,3.0618934720361417,3.1760429110444317,2.778163807603356,30,10,40,10
266,2.888501488805061,3.0628050792235966,3.1854046260933204,2.8599277672203995,30,10,40,20
267,2.8893380040325334,3.063616226048282,3.1941158768381586,2.9406540163288053,30,10,40,30
268,2.8900872379427955,3.0643422438105414,3.2022084893516043,3.0203163855354926,30,10,40,40
269,2.8907616592954515,3.064996244806719,3.20972156423721,3.0988953760769897,30,10,40,50
270,2.888236874017968,3.0625521127679494,3.2445004902276118,2.7842720518236406,30,10,50,10
271,2.8891628872310227,3.0634495990208785,3.2538615990655937,2.8660372087331782,30,10,50,20
272,2.8899866566153456,3.064248037004491,3.2625722435995237,2.946764655134078,30,10,50,30
273,2.8907242530166473,3.0649631614744015,3.270663946796607,3.026428050591475,30,10,50,40
274,2.8913884222780752,3.0656072778164116,3.278176415471305,3.1050077253001107,30,10,50,50
275,2.89317034656687,3.1560780880464776,2.9667922423178035,2.758060924547282,30,20,10,10
276,2.894152330656358,3.157042749602222,2.9761403176212666,2.8398192397854256,30,20,10,20
277,2.8950251438284456,3.1579002937832072,2.9848388379370414,2.9205405286820714,30,20,10,30
278,2.8958062423465787,3.158667665710863,2.992920235548692,3.000198450802352,30,20,10,40
279,2.8965094803880906,3.159358381136808,3.0004233079543194,3.0787733363410132,30,20,10,50
280,2.8940705910100823,3.156966294828147,3.0376725433939376,2.7655301482495562,30,20,20,10
281,2.8950326250842067,3.157911187075556,3.047020618697401,2.8472906870309025,30,20,20,20
282,2.8958879819928534,3.158751584407473,3.0557194421186296,2.9280140284289664,30,20,20,30
283,2.8966535638323725,3.1595036250347865,3.063800536624827,3.007673660967096,30,20,20,40
284,2.8973429476965484,3.160180824709114,3.071303305925,3.0862499148400353,30,20,20,50
285,2.894881337467712,3.1577663466328483,3.1077856845662724,2.772517376202145,30,20,30,10
286,2.895825638194848,3.1586936885759176,3.1171337598697364,2.85427962540134,30,20,30,20
287,2.89666547842488,3.1595185528798564,3.125832280185511,2.935004506175467,30,20,30,30
288,2.8974172060870638,3.160257077755553,3.133913071586255,3.014665849131446,30,20,30,40
289,2.898093844108092,3.1609219720440795,3.1414152346755198,3.093243471338664,30,20,30,50
290,2.8956150546993595,3.1584905488463826,3.1770877155439954,2.779046383213142,30,20,40,10
291,2.8965432845807877,3.1594021560338374,3.186435487742005,2.8608101717884007,30,20,40,20
292,2.897368993549938,3.160213302858523,3.1951337049523247,2.941536591938591,30,20,40,30
293,2.89810825245252,3.1609393206207823,3.203213890142161,3.0211986190617086,30,20,40,40
294,2.8987738071316818,3.1615933216169605,3.2107151439150643,3.0997776096032057,30,20,40,50
295,2.896282271879801,3.159149189578191,3.2455437791999064,2.7851447070099056,30,20,50,10
296,2.897195816333254,3.1600464741034835,3.2548909451870087,2.8669098639194432,30,20,50,20
297,2.898008779459257,3.160845113814732,3.263588253080967,2.947636968236773,30,20,50,30
298,2.898736955019971,3.1615600365570065,3.271667832059896,3.0273003636941698,30,20,50,40
299,2.8993925346914518,3.1622041528990166,3.279168479621892,3.105880038402806,30,20,50,50
300,2.9006535419124595,3.2514335312566347,2.967721563639434,2.7588716626074343,30,30,10,10
301,2.901623057242345,3.2523981928123793,2.9770572116192886,2.8406298068037925,30,30,10,20
302,2.902485064156113,3.253255736993364,2.9857442139278145,2.921350924658653,30,30,10,30
303,2.903256464750112,3.2540231089210194,2.993814396637672,3.0010088467789346,30,30,10,40
304,2.9039508361181294,3.254713824346964,3.0013068603524133,3.0795837323175954,30,30,10,50
305,2.9015427030138037,3.252321738038304,3.038600046082845,2.766330281719048,30,30,20,10
306,2.902492545411874,3.253266630285712,3.047935694062699,2.84809064945861,30,30,20,20
307,2.9033370960622005,3.2541068258899934,3.0566226963712255,2.9288138198148888,30,30,20,30
308,2.9040932570611298,3.254859068244943,3.064692879081083,3.008473452353018,30,30,20,40
309,2.9047737742518125,3.255536066191634,3.0721850396903703,3.0870497062259576,30,30,20,50
310,2.902343197380205,3.253121588115369,3.108711368622457,2.7733075892481165,30,30,30,10
311,2.9032755835148336,3.2540489300584383,3.118047319707765,2.855069838447311,30,30,30,20
312,2.904104617486545,3.254873794362377,3.126734018910838,2.935794719221438,30,30,30,30
313,2.9048469243081403,3.2556123192380744,3.134803595409788,3.015455720093847,30,30,30,40
