iterations,Size_37(MVA),Size_38(MVA),Size_39(MVA),Size_40(MVA),SCR_30,SCR_36,SCR_32,SCR_34,Total Size(MVA),NPV(in millions)
432,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
433,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
434,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
435,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
436,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
437,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
438,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
439,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
440,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
441,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
442,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
443,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
444,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
445,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
446,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
447,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
448,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
449,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
450,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
451,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
452,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
453,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
454,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
455,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
456,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
457,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
458,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
459,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
460,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
461,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
462,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
463,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
464,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
465,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
466,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
467,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
468,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
469,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
470,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
471,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
472,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
473,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
474,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
475,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
476,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
477,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
478,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
479,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
480,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
481,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
482,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
483,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
484,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
485,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
486,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
487,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
488,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
489,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
490,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
491,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
492,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
493,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
494,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
495,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
496,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
497,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
498,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
499,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
