iterations,Size_37(MVA),Size_38(MVA),Size_39(MVA),Size_40(MVA),SCR_30,SCR_36,SCR_32,SCR_34,Total Size(MVA),NPV(in millions)
212,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
213,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
214,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
215,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
216,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
217,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
218,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
219,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
220,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
221,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
222,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
223,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
224,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
225,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
226,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
227,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
228,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
229,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
230,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
231,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
232,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
233,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
234,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
235,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
236,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
237,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
238,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
239,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
240,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
241,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
242,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
243,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
244,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
245,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
246,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
247,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
248,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
249,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
250,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
251,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
252,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
253,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
254,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
255,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
256,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
257,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
258,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
259,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
260,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
261,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
262,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
263,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
264,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
265,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
266,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
267,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
268,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
269,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
270,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
271,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
272,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
273,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
274,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
275,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
276,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
277,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
278,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
279,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
280,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
281,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
282,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
283,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
284,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
285,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
286,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
287,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
288,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
289,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
290,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
291,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
292,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
293,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
294,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
295,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
296,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
297,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
298,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
299,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
300,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
301,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
302,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
303,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
304,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
305,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
306,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
307,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
308,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
309,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
310,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
311,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
312,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
313,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
314,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
315,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
316,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
317,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
318,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
319,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
320,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
321,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
322,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
323,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
324,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
325,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
326,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
327,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
328,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
329,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
330,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
331,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
332,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
333,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
334,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
335,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
336,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
337,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
338,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
339,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
340,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
341,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
342,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
343,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
344,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
345,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
346,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
347,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
348,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
349,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
350,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
351,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
352,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
353,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
354,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
355,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
356,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
357,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
358,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
359,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
360,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
361,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
362,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
363,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
364,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
365,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
366,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
367,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
368,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
369,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
370,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
371,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
372,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
373,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
374,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
375,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
376,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
377,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
378,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
379,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
380,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
381,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
382,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
383,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
384,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
385,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
386,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
387,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
388,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
389,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
390,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
391,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
392,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
393,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
394,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
395,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
396,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
397,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
398,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
399,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
400,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
401,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
402,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
403,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
404,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
405,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
406,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
407,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
408,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
409,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
410,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
411,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
412,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
413,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
414,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
415,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
416,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
417,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
418,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
419,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
420,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
421,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
422,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
423,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
424,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
425,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
426,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
427,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
428,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
429,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
430,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
431,81.0,6.0,20.0,68.0,3.0036862275003235,3.0079884183052115,3.0068206516641505,3.0091866965958105,175.0,294.888929
